FID IID
1870957 1870957
1989843 1989843
2136649 2136649
2471618 2471618
3000364 3000364
1483945 1483945
1194221 1194221
1000880 1000880
1001075 1001075
1002070 1002070
1003364 1003364
1005218 1005218
1005426 1005426
1005481 1005481
1005765 1005765
1007577 1007577
1007691 1007691
1008344 1008344
1009494 1009494
1010013 1010013
1010166 1010166
1012124 1012124
1012367 1012367
1012519 1012519
1013104 1013104
1013672 1013672
1013986 1013986
1014230 1014230
1015303 1015303
1015535 1015535
1016176 1016176
1017359 1017359
1017482 1017482
1018444 1018444
1020784 1020784
1021328 1021328
1021352 1021352
1021630 1021630
1022421 1022421
1022824 1022824
1023481 1023481
1025072 1025072
1025192 1025192
1026009 1026009
1026198 1026198
1027631 1027631
1027830 1027830
1028087 1028087
1028302 1028302
1028689 1028689
1029581 1029581
1029633 1029633
1029766 1029766
1030109 1030109
1030393 1030393
1030580 1030580
1030788 1030788
1030857 1030857
1030952 1030952
1031476 1031476
1031618 1031618
1031766 1031766
1032024 1032024
1032267 1032267
1033132 1033132
1033424 1033424
1033489 1033489
1033901 1033901
1034906 1034906
1035414 1035414
1036170 1036170
1036654 1036654
1036701 1036701
1037993 1037993
1038968 1038968
1039360 1039360
1039682 1039682
1040213 1040213
1040533 1040533
1040658 1040658
1040663 1040663
1041832 1041832
1042684 1042684
1043058 1043058
1043075 1043075
1044841 1044841
1045273 1045273
1045702 1045702
1045818 1045818
1047171 1047171
1047368 1047368
1047672 1047672
1049108 1049108
1049652 1049652
1049687 1049687
1050592 1050592
1050947 1050947
1050985 1050985
1051042 1051042
1051941 1051941
1052375 1052375
1052989 1052989
1054785 1054785
1055145 1055145
1055555 1055555
1057778 1057778
1057869 1057869
1058006 1058006
1059034 1059034
1059531 1059531
1059825 1059825
1060186 1060186
1060819 1060819
1061185 1061185
1062849 1062849
1063462 1063462
1064285 1064285
1064574 1064574
1066094 1066094
1067340 1067340
1067592 1067592
1070257 1070257
1070334 1070334
1071865 1071865
1073065 1073065
1073997 1073997
1074102 1074102
1075543 1075543
1075897 1075897
1076201 1076201
1076267 1076267
1078667 1078667
1081230 1081230
1081454 1081454
1081478 1081478
1082099 1082099
1082418 1082418
1082505 1082505
1083169 1083169
1083295 1083295
1084017 1084017
1084036 1084036
1086069 1086069
1086406 1086406
1086449 1086449
1086693 1086693
1086921 1086921
1087310 1087310
1087461 1087461
1089751 1089751
1090615 1090615
1091372 1091372
1092054 1092054
1092060 1092060
1092807 1092807
1093664 1093664
1093677 1093677
1094943 1094943
1095245 1095245
1095549 1095549
1095861 1095861
1095947 1095947
1096811 1096811
1098127 1098127
1099119 1099119
1099974 1099974
1100051 1100051
1101230 1101230
1102351 1102351
1105011 1105011
1105046 1105046
1105440 1105440
1105570 1105570
1105863 1105863
1108075 1108075
1109525 1109525
1109670 1109670
1112052 1112052
1112801 1112801
1113575 1113575
1115724 1115724
1116000 1116000
1116055 1116055
1116632 1116632
1116957 1116957
1117324 1117324
1118553 1118553
1119066 1119066
1119358 1119358
1119503 1119503
1119955 1119955
1120323 1120323
1120565 1120565
1121131 1121131
1121373 1121373
1122363 1122363
1122847 1122847
1123022 1123022
1123699 1123699
1124257 1124257
1124578 1124578
1124733 1124733
1125295 1125295
1126111 1126111
1126218 1126218
1126372 1126372
1127876 1127876
1130927 1130927
1131414 1131414
1131964 1131964
1131986 1131986
1132216 1132216
1132548 1132548
1132777 1132777
1133038 1133038
1133131 1133131
1133351 1133351
1134336 1134336
1134714 1134714
1134894 1134894
1134976 1134976
1135051 1135051
1136292 1136292
1136900 1136900
1137527 1137527
1137920 1137920
1138294 1138294
1138649 1138649
1139321 1139321
1140548 1140548
1140798 1140798
1141788 1141788
1142112 1142112
1142584 1142584
1143741 1143741
1144196 1144196
1144395 1144395
1145904 1145904
1147445 1147445
1148562 1148562
1149812 1149812
1149821 1149821
1151967 1151967
1152228 1152228
1153043 1153043
1153197 1153197
1154485 1154485
1155559 1155559
1156734 1156734
1157311 1157311
1159519 1159519
1160043 1160043
1161014 1161014
1161136 1161136
1162305 1162305
1162626 1162626
1163649 1163649
1163956 1163956
1164289 1164289
1164807 1164807
1164930 1164930
1168521 1168521
1170550 1170550
1171437 1171437
1172006 1172006
1173052 1173052
1173209 1173209
1174605 1174605
1175546 1175546
1176096 1176096
1176128 1176128
1176480 1176480
1176919 1176919
1177457 1177457
1178567 1178567
1179767 1179767
1180159 1180159
1180594 1180594
1180874 1180874
1180880 1180880
1181767 1181767
1182424 1182424
1183484 1183484
1183760 1183760
1183797 1183797
1184169 1184169
1184229 1184229
1184555 1184555
1185684 1185684
1185831 1185831
1186014 1186014
1187496 1187496
1187628 1187628
1187772 1187772
1187789 1187789
1188227 1188227
1188344 1188344
1190321 1190321
1190547 1190547
1191293 1191293
1191415 1191415
1192426 1192426
1194356 1194356
1195332 1195332
1195639 1195639
1196877 1196877
1199140 1199140
1199543 1199543
1203367 1203367
1204996 1204996
1205099 1205099
1205447 1205447
1206495 1206495
1206834 1206834
1207336 1207336
1207629 1207629
1207751 1207751
1208078 1208078
1209249 1209249
1209478 1209478
1210749 1210749
1211027 1211027
1211374 1211374
1214304 1214304
1215508 1215508
1215617 1215617
1215689 1215689
1215693 1215693
1215838 1215838
1216153 1216153
1216622 1216622
1217344 1217344
1217591 1217591
1218772 1218772
1219354 1219354
1219640 1219640
1220807 1220807
1220930 1220930
1221246 1221246
1221775 1221775
1222229 1222229
1222499 1222499
1223512 1223512
1223772 1223772
1224407 1224407
1227184 1227184
1227565 1227565
1229055 1229055
1229803 1229803
1230404 1230404
1230586 1230586
1230883 1230883
1231024 1231024
1231876 1231876
1231908 1231908
1232212 1232212
1232558 1232558
1233801 1233801
1234288 1234288
1237881 1237881
1238444 1238444
1238910 1238910
1242108 1242108
1242182 1242182
1244321 1244321
1244931 1244931
1245457 1245457
1245482 1245482
1247126 1247126
1247493 1247493
1248058 1248058
1248635 1248635
1249300 1249300
1249393 1249393
1249945 1249945
1250004 1250004
1252224 1252224
1252769 1252769
1253381 1253381
1254838 1254838
1255291 1255291
1255742 1255742
1255861 1255861
1256275 1256275
1257212 1257212
1260643 1260643
1261461 1261461
1263840 1263840
1263879 1263879
1264281 1264281
1265658 1265658
1265797 1265797
1266881 1266881
1267020 1267020
1269161 1269161
1269487 1269487
1271195 1271195
1271210 1271210
1271245 1271245
1272400 1272400
1273350 1273350
1273398 1273398
1273746 1273746
1273869 1273869
1276051 1276051
1276532 1276532
1276731 1276731
1276868 1276868
1277123 1277123
1278206 1278206
1278435 1278435
1278698 1278698
1280089 1280089
1280305 1280305
1280957 1280957
1283742 1283742
1284049 1284049
1288981 1288981
1289327 1289327
1289550 1289550
1289941 1289941
1290800 1290800
1291512 1291512
1291634 1291634
1292066 1292066
1292664 1292664
1293078 1293078
1293304 1293304
1293584 1293584
1293703 1293703
1294016 1294016
1295004 1295004
1295712 1295712
1297036 1297036
1297165 1297165
1297940 1297940
1299899 1299899
1302291 1302291
1303005 1303005
1303300 1303300
1303463 1303463
1304388 1304388
1304586 1304586
1304700 1304700
1304995 1304995
1305504 1305504
1305797 1305797
1305845 1305845
1305908 1305908
1308368 1308368
1308370 1308370
1309544 1309544
1309581 1309581
1309604 1309604
1310467 1310467
1310499 1310499
1310561 1310561
1310932 1310932
1312009 1312009
1312601 1312601
1312674 1312674
1313125 1313125
1314557 1314557
1315654 1315654
1316179 1316179
1316327 1316327
1316496 1316496
1317581 1317581
1317766 1317766
1317870 1317870
1318891 1318891
1319328 1319328
1320222 1320222
1320368 1320368
1321971 1321971
1323055 1323055
1324176 1324176
1326124 1326124
1327258 1327258
1327724 1327724
1329674 1329674
1330061 1330061
1331930 1331930
1332903 1332903
1332934 1332934
1332945 1332945
1333565 1333565
1333767 1333767
1334205 1334205
1334452 1334452
1334604 1334604
1335227 1335227
1335319 1335319
1335528 1335528
1335924 1335924
1336509 1336509
1338413 1338413
1338944 1338944
1339811 1339811
1340050 1340050
1341428 1341428
1342350 1342350
1343107 1343107
1343424 1343424
1343489 1343489
1345473 1345473
1345763 1345763
1348219 1348219
1348418 1348418
1348603 1348603
1349907 1349907
1350107 1350107
1351517 1351517
1351932 1351932
1353193 1353193
1353740 1353740
1354439 1354439
1354486 1354486
1354565 1354565
1354780 1354780
1355025 1355025
1355822 1355822
1356931 1356931
1356994 1356994
1357021 1357021
1357197 1357197
1358408 1358408
1358482 1358482
1358914 1358914
1359900 1359900
1361319 1361319
1361363 1361363
1361639 1361639
1362793 1362793
1362995 1362995
1363018 1363018
1363169 1363169
1363721 1363721
1364017 1364017
1364957 1364957
1367163 1367163
1369668 1369668
1369987 1369987
1370962 1370962
1371687 1371687
1371793 1371793
1372390 1372390
1372664 1372664
1372896 1372896
1373164 1373164
1373261 1373261
1374812 1374812
1375128 1375128
1375919 1375919
1376135 1376135
1377760 1377760
1378633 1378633
1378841 1378841
1379813 1379813
1379842 1379842
1379874 1379874
1380318 1380318
1381672 1381672
1381838 1381838
1382397 1382397
1384407 1384407
1384831 1384831
1385476 1385476
1387660 1387660
1387985 1387985
1389093 1389093
1389127 1389127
1389876 1389876
1389982 1389982
1391681 1391681
1392853 1392853
1393624 1393624
1393707 1393707
1395303 1395303
1396346 1396346
1396413 1396413
1396750 1396750
1398005 1398005
1398393 1398393
1399168 1399168
1399210 1399210
1400060 1400060
1400529 1400529
1402237 1402237
1402284 1402284
1402335 1402335
1403232 1403232
1404259 1404259
1404730 1404730
1405189 1405189
1405277 1405277
1405428 1405428
1406534 1406534
1407203 1407203
1408509 1408509
1410287 1410287
1410443 1410443
1411603 1411603
1412332 1412332
1412612 1412612
1412993 1412993
1414240 1414240
1414999 1414999
1415743 1415743
1416355 1416355
1416714 1416714
1416882 1416882
1417644 1417644
1418342 1418342
1418935 1418935
1419473 1419473
1419515 1419515
1420614 1420614
1420839 1420839
1425462 1425462
1426484 1426484
1427389 1427389
1427749 1427749
1429422 1429422
1430532 1430532
1431249 1431249
1432392 1432392
1432941 1432941
1434908 1434908
1435261 1435261
1435494 1435494
1436427 1436427
1436693 1436693
1436867 1436867
1437649 1437649
1437704 1437704
1437720 1437720
1437901 1437901
1437913 1437913
1438780 1438780
1438920 1438920
1439987 1439987
1441441 1441441
1441644 1441644
1442124 1442124
1442243 1442243
1443246 1443246
1446712 1446712
1446777 1446777
1448154 1448154
1450133 1450133
1451081 1451081
1451382 1451382
1451836 1451836
1451872 1451872
