FID IID
4633839 4633839
4634385 4634385
4635661 4635661
4638275 4638275
4649290 4649290
4651179 4651179
4651263 4651263
4652008 4652008
4655284 4655284
4657852 4657852
4659159 4659159
4662958 4662958
4667331 4667331
4668843 4668843
4669149 4669149
4680380 4680380
4680895 4680895
4684299 4684299
4690270 4690270
4692248 4692248
4697575 4697575
4703920 4703920
4707566 4707566
4711184 4711184
4711654 4711654
4714128 4714128
4716909 4716909
4726038 4726038
4730698 4730698
4738986 4738986
4739148 4739148
4740918 4740918
4741056 4741056
4741157 4741157
4741418 4741418
4742871 4742871
4743186 4743186
4743914 4743914
4747663 4747663
4751624 4751624
4752830 4752830
4753067 4753067
4753433 4753433
4754866 4754866
4755301 4755301
4757195 4757195
4757799 4757799
4760854 4760854
4762403 4762403
4771870 4771870
4775488 4775488
4777729 4777729
4782329 4782329
4785724 4785724
4788347 4788347
4790356 4790356
4797925 4797925
4799064 4799064
4802430 4802430
4806416 4806416
4808752 4808752
4809503 4809503
4810641 4810641
4813493 4813493
4814022 4814022
4815557 4815557
4817265 4817265
4818108 4818108
4819548 4819548
4820832 4820832
4822253 4822253
4829803 4829803
4831114 4831114
4832740 4832740
4834057 4834057
4835240 4835240
4841363 4841363
4849086 4849086
4849599 4849599
4853326 4853326
4855287 4855287
4862464 4862464
4868087 4868087
4873828 4873828
4875012 4875012
4875296 4875296
4875372 4875372
4878716 4878716
4881200 4881200
4883075 4883075
4885833 4885833
4886240 4886240
4891854 4891854
4894190 4894190
4897350 4897350
4897607 4897607
4898853 4898853
4904324 4904324
4907357 4907357
4907933 4907933
4908489 4908489
4914107 4914107
4917845 4917845
4924184 4924184
4927934 4927934
4929972 4929972
4933354 4933354
4944023 4944023
4945805 4945805
4946216 4946216
4949848 4949848
4952107 4952107
4954524 4954524
4956301 4956301
4958125 4958125
4971952 4971952
4972060 4972060
4973206 4973206
4974395 4974395
4975102 4975102
4976067 4976067
4976634 4976634
4978127 4978127
4980871 4980871
4981461 4981461
4981938 4981938
4983945 4983945
4990815 4990815
4991193 4991193
4993334 4993334
4994112 4994112
4996799 4996799
5004185 5004185
5009095 5009095
5014305 5014305
5015022 5015022
5023573 5023573
5028145 5028145
5035020 5035020
5035873 5035873
5040510 5040510
5040818 5040818
5043247 5043247
5043765 5043765
5045803 5045803
5047750 5047750
5049620 5049620
5054667 5054667
5056141 5056141
5057664 5057664
5058669 5058669
5062162 5062162
5066571 5066571
5068293 5068293
5073550 5073550
5073995 5073995
5079242 5079242
5084066 5084066
5084478 5084478
5085084 5085084
5085424 5085424
5088361 5088361
5092029 5092029
5093810 5093810
5094284 5094284
5099198 5099198
5104094 5104094
5104643 5104643
5110236 5110236
5112346 5112346
5113166 5113166
5116993 5116993
5123938 5123938
5123956 5123956
5130126 5130126
5142455 5142455
5144919 5144919
5145064 5145064
5146014 5146014
5154313 5154313
5159822 5159822
5161539 5161539
5162411 5162411
5162460 5162460
5169368 5169368
5171079 5171079
5173467 5173467
5180176 5180176
5191747 5191747
5193247 5193247
5199172 5199172
5200807 5200807
5202442 5202442
5206206 5206206
5210412 5210412
5212664 5212664
5215623 5215623
5217350 5217350
5220597 5220597
5227641 5227641
5228011 5228011
5231900 5231900
5232789 5232789
5242172 5242172
5249291 5249291
5249780 5249780
5251959 5251959
5252509 5252509
5252864 5252864
5258795 5258795
5259255 5259255
5261060 5261060
5269219 5269219
5269736 5269736
5270216 5270216
